"File Name","Collection Name#1","Collection Description#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","Work Type#2","Work Type Vocab#2","Work Type Refid#2","Work Title#1","Work Title Type#1","Work Agent Name#1","Work Agent Name Vocab#1","Work Agent Name Refid#1","Work Agent Name Type#1","Work Agent Role#1","Work Agent Role Vocab#1","Work Agent Role Refid#1","Work Agent Name#2","Work Agent Name Vocab#2","Work Agent Name Refid#2","Work Agent Name Type#2","Work Agent Role#2","Work Agent Role Vocab#2","Work Agent Role Refid#2","Work Agent Name#3","Work Agent Name Vocab#3","Work Agent Name Refid#3","Work Agent Name Type#3","Work Date#1","Work Date Type#1","Work Date#2","Work Date Type#2","Subject Term#1","Subject Type#1","Subject Vocab#1","Subject Refid#1","Subject Term#2","Subject Type#2","Subject Vocab#2","Subject Refid#2","Subject Term#3","Subject Type#3","Subject Vocab#3","Subject Refid#3","Location Name#1","Location Type#1","Location Refid#1","Location Name#10","Location Type#10","Location Refid#10","Location Name#2","Location Type#2","Location Refid#2","Location Name#3","Location Type#3","Location Refid#3","Location Name#4","Location Type#4","Location Refid#4","Location Name#5","Location Type#5","Location Refid#5","Location Name#6","Location Type#6","Location Refid#6","Location Name#7","Location Type#7","Location Refid#7","Location Name#8","Location Type#8","Location Refid#8","Location Name#9","Location Type#9","Location Refid#9","Repository Location Name#1","Repository Location Type#1","Work Measurements#1","Work Measurement#1","Work Measurement Type#1","Work Measurement Unit#1","Work Measurement#2","Work Measurement Type#2","Work Measurement Unit#2","Technique#1","Technique Vocab#1","Technique Refid#1","Technique#2","Technique Vocab#2","Technique Refid#2","Technique#3","Technique Vocab#3","Technique Refid#3","Inscription Text#1","Inscription Text Type#1","Inscription Position#1","Inscription Text#2","Inscription Text Type#2","Cultural Context#1","Cultural Context Vocab#1","Cultural Context Refid#1","Work Description#1","Work Description#2","Work Description#3","Relation#1","Relation Type#1","Relation Relids#1","Relation href#1","Image Rights#1","Image Title#1","Image Title Type#1","Image Date#1","Image Date Type#1","Image Work Type#1","Image Work Type Vocab#1","Identifier ARK#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"nspc_wolff_civilWarCarte_031b.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","Gen. Stoneman","repository","Brady's National Photographic Portrait Galleries","naf","http://id.loc.gov/authorities/names/n85307564","corporate","","","","E. & H.T. Anthony (Firm)","naf","http://id.loc.gov/authorities/names/n79021575","corporate","","","","","","","","1861/1863","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","New York (State)","creation","http://id.worldcat.org/fast/1210280","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","56. Gen. Stoneman","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Published by E. and H.T. Anthony from photographic negative from Brady's National Portrait Gallery","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_48.jpg","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gen. Stoneman","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/509x1128h5g8","1088038","202","nspc_wolff_singlesCivilWarCarte_48.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1088038~140766"
"nspc_wolff_civilWarCarte_030a.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","Gen. Ulysses S. Grant","repository","","","","","","","","","","","","","","","","","","","1860/1862","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","53. Gen. Grant","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_45.jpg","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gen. Ulysses S. Grant","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/q10b4c9649jw","1087979","202","nspc_wolff_singlesCivilWarCarte_45.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087979~140763"
"nspc_wolff_civilWarCarte_025a.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","Gen. William S. Rosecrans","repository","Earles' Galleries and Looking Glass Warehouse","","local","corporate","","","","","","","","","","","","","","","1860/1862","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","Pennsylvania--Philadelphia","creation","http://id.worldcat.org/fast/1204170","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","39. Gen. Rosecrans","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_35.jpg","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gen. William S. Rosecrans","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/3p6m4551g7r9","1087770","202","nspc_wolff_singlesCivilWarCarte_35.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087770~140753"
"nspc_wolff_civilWarCarte_030b.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","Gen. William Tecumseh Sherman","repository","Brady's National Photographic Portrait Galleries","naf","http://id.loc.gov/authorities/names/n85307564","corporate","","","","E. & H.T. Anthony (Firm)","naf","http://id.loc.gov/authorities/names/n79021575","corporate","","","","","","","","1861/1863","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","New York (State)","creation","http://id.worldcat.org/fast/1210280","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","54. Gen. Sherman","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Published by E. and H.T. Anthony from photographic negative from Brady's National Portrait Gallery","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_46.jpg","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gen. William Tecumseh Sherman","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/4k8n2r38c1z3","1087996","202","nspc_wolff_singlesCivilWarCarte_46.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087996~140764"
"nspc_wolff_civilWarCarte_009b.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","Gen. Winfield Scott","repository","Gutekunst, Frederick, 1831-1917","naf","http://id.loc.gov/authorities/names/nr94016438","personal","","","","James W. Queen & Company","naf","http://id.loc.gov/authorities/names/n90710900","corporate","","","","","","","","1860/1862.","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","Pennsylvania--Philadelphia","creation","http://id.worldcat.org/fast/1204170","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","4. Gen. Scott","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_04.jpg","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gen. Winfield Scott","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/907d981865zg","1087115","202","nspc_wolff_singlesCivilWarCarte_04.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087115~140722"
"nspc_wolff_civilWarCarte_029b.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","Gen. Winfield Scott Hancock","repository","Gutekunst, Frederick, 1831-1917","naf","http://id.loc.gov/authorities/names/nr94016438","personal","","","","","","","","","","","","","","","1860/1862","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","Pennsylvania--Philadelphia","creation","http://id.worldcat.org/fast/1204170","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","52. Gen. Hancock","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_44.jpg","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gen. Winfield Scott Hancock","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/hv6p2s47k1c6","1087959","202","nspc_wolff_singlesCivilWarCarte_44.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087959~140762"
"nspc_wolff_civilWarCarte_021a.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","General John Pope","repository","Brady's National Photographic Portrait Galleries","naf","http://id.loc.gov/authorities/names/n85307564","corporate","","","","Anthony, E.","","local","corporate","","","","James W. Queen & Company","naf","http://id.loc.gov/authorities/names/n90710900","corporate","1860/1862","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","New York (State)","creation","http://id.worldcat.org/fast/1210280","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","27. Gen. Pope","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Published by E. Anthony from photographic negative from Brady's National Portrait Gallery. Also imprint of James W. Queen & Co., Phila.","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_27.jpg","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","General John Pope","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/r06r5482j5kj","1087597","202","nspc_wolff_singlesCivilWarCarte_27.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087597~140745"
"nspc_wolff_civilWarCarte_017a.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","General Philip Kearny","repository","Brady's National Photographic Portrait Galleries","naf","http://id.loc.gov/authorities/names/n85307564","corporate","","","","E. & H.T. Anthony (Firm)","naf","http://id.loc.gov/authorities/names/n79021575","corporate","","","","","","","","1861/1863","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","New York (State)","creation","http://id.worldcat.org/fast/1210280","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","19. Gen. Kearney","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Published by E. & H. T. Anthony from photographic negative from Brady's National Portrait Gallery.","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_19.jpg","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","General Philip Kearny","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/18206s02m7m7","1087431","202","nspc_wolff_singlesCivilWarCarte_19.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087431~140737"
"nspc_wolff_civilWarCarte_016b.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","http://vocab.getty.edu/page/aat/300127141","","","","General Reynolds","repository","M'Clees, Jas. E. (James E.)","naf","http://id.loc.gov/authorities/names/n98028338","personal","","","","","","","","","","","","","","","1860/1862","creation","","","United States--History--Civil War, 1861-1865","conceptTopic","lcsh","http://id.loc.gov/authorities/subjects/sh85140205","","","","","","","","","Pennsylvania--Philadelphia","creation","http://id.worldcat.org/fast/1204170","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","18. Gen. Reynolds","text","album index","","","American (North American)","aat","http://vocab.getty.edu/page/aat/300107956","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: nspc_wolff_singlesCivilWarCarte_18.jpg","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","General Reynolds","generalView","2013-07-31","creation","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/797s4s7915q2","1087411","202","nspc_wolff_singlesCivilWarCarte_18.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087411~140736"
"wolff_singlesAsiaAfricaEurope_010.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photographs","aat","http://vocab.getty.edu/page/aat/300046300","","","","Gifu Street clearing away debris","descriptive","","","","","","","","","","","","","","","","","","","1897","creation","","","","","","","","","","","","","","","Japan--Gifu-shi","geographic","http://id.worldcat.org/fast/1215893","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","http://vocab.getty.edu/page/aat/300128695","","","","","","","""Gifu Street clearing away debris.""","caption","","","","","","","Image No. 10. ""Gifu Street clearing away debris"" titled in ink and ""Gifu"" titled in plate. 10 1/2 x 8 1/8 sepia photo, mounted. Shows two men working. 1897.","Titled in ink and ""Gifu"" titled in plate. 10 1/2 x 8 1/8 sepia photo, mounted. Shows two men working among debris after earthquake.","Legacy file ID changed to match file names with extension on 2021-07-01. Original ID was: Wolff_AsiaAfricaEurope_singles_010.jpg","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gifu Street clearing away debris","generalView","","","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/m8228f894138","1092622","202","Wolff_AsiaAfricaEurope_singles_010.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092622~132990"
"nspc_wolff_singlesBourneHimalaya024.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photographs","aat","http://vocab.getty.edu/page/aat/300046300","","","","Glaciers near Sonamarg","","Bourne, Samuel, 1834-1912","fast","http://id.worldcat.org/fast/154860","personal","photographers","aat","http://vocab.getty.edu/page/aat/300025687","","","","","","","","","","","","[1860/1870]","creation","","","Mountains","conceptTopic","fast","http://id.worldcat.org/fast/1028366","Landscapes","conceptTopic","fast","http://id.worldcat.org/fast/1735625","","","","","India","creation","http://id.worldcat.org/fast/1210276","","","","Himalaya Mountains","creation","http://id.worldcat.org/fast/1242048","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","Cashmere - Glaciers near Sonamarg.","","","","","Himalayan","aat","http://vocab.getty.edu/page/aat/300018815","Landscape of glaciers at Cashmere in Sonamarg.","","","Himalayas Album","partOf","nspc_wolff_bourneHimalaya","https://ark.colorado.edu/ark:/47540/9g6h2h0351qm","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Glaciers near Sonamarg","generalView","","","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/5c220v7073t2","1101101","4910","nspc_wolff_singlesBourneHimalaya024.tif","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1101101~297458"
"nspc_wolff_singlesBourneIndia053.tif","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photographs","aat","http://vocab.getty.edu/page/aat/300046300","","","","Gopal Bhawan Palace and Tank","","Bourne, Samuel, 1834-1912","fast","http://id.worldcat.org/fast/154860","personal","photographers","aat","http://vocab.getty.edu/page/aat/300025687","","","","","","","","","","","","[1860/1870]","creation","","","Architecture","conceptTopic","fast","http://id.worldcat.org/fast/813346","Palaces","conceptTopic","fast","http://id.worldcat.org/fast/1051243","","","","","India","creation","http://id.worldcat.org/fast/1210276","","","","India--Agra","creation","http://id.worldcat.org/fast/1202824","India--Uttar Pradesh","creation","http://id.worldcat.org/fast/1210277","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen process","aat","http://vocab.getty.edu/page/aat/300133274","","","","","","","The Gopal Bhawan Palace and Tank.","","","","","Indian (South Asian)","aat","http://vocab.getty.edu/page/aat/300018863","Exterior view of the Gopal Bhawan Palace. Water sits at the base of the palace.","","","Bourne India Album","partOf","nspc_wolff_bourneIndia.pdf","https://ark.colorado.edu/ark:/47540/0r591n9309n7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Gopal Bhawan Palace and Tank","generalView","","","digital images","http://vocab.getty.edu/page/aat/300215302","https://ark.colorado.edu/ark:/47540/8g269z7122cc","1101069","4910","nspc_wolff_singlesBourneIndia053.tif","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1101069~297425"
